OverallQual,GrLivArea,GarageCars,TotalBsmtSF,FullBath,YearBuilt,YearRemodAdd,MasVnrArea,Fireplaces,House_age_num,ExterQual,ExterCond,BsmtQual,BsmtCond,HeatingQC,KitchenQual,GarageQual,GarageCond,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,CentralAir_N,CentralAir_Y
7,1232,2.0,1232.0,2,2007,2007,82.0,0,2.0,4,3,4,3,5,4.0,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5,1776,3.0,1584.0,2,1958,1958,95.0,0,120.0,3,3,3,3,3,3.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
4,1208,2.0,780.0,1,1925,1950,0.0,0,120.0,3,3,3,3,3,3.0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
8,1616,2.0,1595.0,2,1995,1996,0.0,1,10.0,4,3,4,3,5,4.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
7,1146,2.0,868.0,2,2003,2003,442.0,1,2.0,4,3,5,3,5,4.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
7,2031,2.0,1153.0,2,1998,1999,202.0,1,10.0,4,3,4,3,5,4.0,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5,1144,1.0,864.0,1,1961,1983,0.0,1,120.0,3,3,3,3,5,3.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
5,948,1.0,948.0,1,1968,1968,0.0,0,35.0,3,3,3,3,3,3.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
7,1768,2.0,880.0,1,1914,1970,0.0,2,120.0,3,3,4,3,2,3.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
3,1040,2.0,0.0,2,1950,1950,0.0,0,120.0,3,3,0,0,4,3.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
8,1801,3.0,893.0,2,2005,2005,0.0,1,2.0,4,3,4,3,5,4.0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5,1200,0.0,1200.0,3,1987,1988,0.0,0,22.5,3,3,4,4,3,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
7,1728,2.0,864.0,2,2004,2004,0.0,0,2.0,4,3,4,3,5,4.0,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5,1432,2.0,264.0,2,1910,2002,0.0,0,120.0,3,4,2,2,5,3.0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
6,912,1.0,912.0,1,1961,1996,0.0,0,120.0,3,4,3,3,4,4.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
7,1349,2.0,1349.0,2,2000,2001,108.0,0,10.0,3,3,4,3,5,3.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
5,1464,2.0,520.0,2,1963,1999,0.0,1,120.0,3,3,4,3,5,3.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
8,1337,2.0,1337.0,2,1993,1993,0.0,1,10.0,4,3,4,3,4,4.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
8,2715,2.0,1142.0,3,1976,1996,289.0,2,35.0,5,4,3,4,5,4.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
7,2256,2.0,952.0,2,2000,2000,0.0,1,10.0,4,3,4,3,5,4.0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
7,2640,4.0,1240.0,1,1880,2003,0.0,1,120.0,4,3,3,2,3,4.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
7,1720,2.0,1720.0,2,1996,1996,338.0,1,10.0,4,3,4,3,5,4.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
4,1529,1.0,0.0,2,1945,1950,0.0,0,120.0,3,3,0,0,3,3.0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4,1140,0.0,576.0,1,1910,2004,0.0,0,120.0,3,3,3,2,4,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
7,1320,2.0,660.0,2,2003,2003,0.0,0,2.0,4,3,4,3,5,4.0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
6,1494,2.0,1479.0,2,1997,1997,0.0,0,10.0,3,4,4,3,5,4.0,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
8,2098,3.0,1030.0,2,2005,2005,178.0,1,2.0,4,3,4,3,4,5.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
6,1026,2.0,1026.0,1,1969,2005,0.0,0,35.0,3,3,3,3,4,4.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
6,1471,2.0,729.0,2,1999,1999,894.0,0,10.0,3,3,4,3,4,3.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
8,1768,2.0,866.0,2,2007,2007,0.0,0,2.0,4,3,4,3,5,4.0,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
6,1386,2.0,672.0,2,1978,1978,328.0,1,35.0,3,3,3,3,3,3.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
7,1501,2.0,744.0,2,1999,1999,360.0,0,10.0,3,3,4,3,4,3.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
8,2531,3.0,1318.0,2,1995,1995,513.0,1,10.0,4,3,4,3,5,4.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
6,864,1.0,864.0,1,1959,1959,0.0,0,120.0,3,3,3,3,5,3.0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5,1301,2.0,1145.0,1,1924,1950,0.0,0,120.0,3,3,3,3,3,2.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
7,1547,2.0,756.0,2,2009,2009,0.0,0,2.0,3,3,4,3,5,4.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
8,2365,3.0,1252.0,2,1999,1999,673.0,1,10.0,4,3,4,3,5,4.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
8,1494,2.0,1494.0,1,1995,1996,0.0,1,10.0,4,4,4,4,5,5.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
9,1506,2.0,1498.0,2,2008,2008,284.0,1,2.0,4,3,4,3,5,5.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
7,1714,2.0,980.0,2,1988,1988,42.0,1,22.5,3,3,4,3,3,3.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
6,1750,1.0,983.0,2,1940,1985,0.0,0,120.0,3,3,4,3,5,3.0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
7,1836,2.0,1860.0,2,2004,2005,0.0,1,2.0,4,3,4,3,5,4.0,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
8,3279,3.0,1650.0,3,2003,2003,603.0,1,10.0,5,3,4,3,5,5.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
5,858,2.0,858.0,1,1982,1982,0.0,0,27.5,3,3,4,3,3,3.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
4,1220,2.0,836.0,1,1951,1951,0.0,0,120.0,3,3,2,2,3,3.0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
6,1117,2.0,1029.0,1,1976,1976,0.0,1,35.0,3,3,3,3,3,3.0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5,912,1.0,912.0,1,1958,1958,1.0,0,120.0,3,3,3,3,5,3.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
8,1973,3.0,1935.0,2,2006,2006,375.0,1,2.0,4,3,4,3,4,4.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
6,1204,2.0,1204.0,2,1998,1998,320.0,0,10.0,3,3,5,3,5,3.0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
7,1614,3.0,1614.0,2,2005,2006,240.0,0,2.0,4,3,4,3,5,4.0,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5,894,2.0,864.0,1,1974,1974,0.0,1,35.0,3,3,3,3,3,3.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
5,2020,2.0,0.0,2,1977,1977,320.0,2,27.5,3,3,0,0,3,3.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
6,1004,2.0,975.0,1,1977,1977,90.0,0,27.5,3,3,4,3,3,3.0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
7,1253,2.0,1237.0,2,1995,1996,38.0,1,10.0,3,3,4,4,4,3.0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
6,1603,2.0,761.0,2,1992,1992,0.0,0,10.0,4,4,4,3,5,4.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
7,1430,2.0,1413.0,2,2001,2002,0.0,0,10.0,4,3,4,3,5,4.0,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5,1110,2.0,1097.0,1,1978,1978,104.0,1,35.0,3,4,4,3,5,4.0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
6,1484,0.0,742.0,2,1914,2001,0.0,1,120.0,3,3,3,3,5,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
6,1342,2.0,1372.0,2,1967,1967,0.0,1,120.0,3,3,3,3,3,3.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5,1652,1.0,686.0,2,1915,1950,0.0,0,120.0,3,4,2,3,3,3.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
7,2084,2.0,956.0,2,2004,2004,0.0,0,10.0,4,3,4,3,5,4.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
4,901,1.0,901.0,1,1954,2000,0.0,0,120.0,3,3,3,3,5,3.0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
6,2087,2.0,832.0,2,1966,2007,157.0,0,120.0,3,3,3,2,4,4.0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
7,1145,2.0,1145.0,2,2005,2006,11.0,1,2.0,4,3,4,3,5,4.0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
6,1062,2.0,1029.0,1,1976,1976,0.0,2,35.0,3,3,4,3,3,3.0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
7,2013,2.0,1117.0,2,1996,1997,0.0,1,10.0,4,3,4,3,5,3.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
8,1496,2.0,1496.0,2,2007,2007,140.0,0,2.0,4,3,4,3,5,4.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
7,1895,2.0,712.0,2,1994,1996,0.0,1,10.0,4,3,4,3,5,4.0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
6,1564,2.0,650.0,2,1980,1981,130.0,1,27.5,3,3,4,3,3,3.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
6,1285,2.0,660.0,1,1977,1977,148.0,1,27.5,3,3,3,3,5,3.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
5,773,1.0,773.0,1,1953,1953,0.0,0,120.0,3,3,3,3,4,3.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
9,3140,3.0,1926.0,3,2008,2009,860.0,2,2.0,5,3,5,3,5,5.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5,1768,1.0,731.0,1,1937,1950,252.0,2,120.0,3,3,4,3,5,4.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
6,1688,2.0,616.0,2,1997,1997,0.0,0,10.0,3,3,4,3,4,4.0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
4,1196,2.0,1196.0,1,1916,1990,0.0,0,120.0,3,3,3,3,5,3.0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
7,1456,2.0,728.0,2,2005,2005,0.0,1,2.0,4,3,4,3,5,4.0,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
9,2822,3.0,1734.0,3,2008,2009,424.0,1,2.0,5,3,5,3,5,5.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5,1128,1.0,936.0,1,1954,1954,0.0,0,120.0,3,3,3,3,3,3.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
7,1428,2.0,1417.0,2,2008,2008,256.0,0,2.0,4,3,4,3,5,5.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
5,980,1.0,980.0,2,1967,1967,0.0,0,35.0,3,3,3,3,4,3.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5,1576,2.0,1324.0,1,1923,2004,0.0,1,120.0,3,3,3,3,5,4.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5,1086,2.0,1024.0,1,1966,1966,1047.0,1,35.0,3,3,3,3,3,3.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5,2138,2.0,849.0,2,1898,1965,0.0,0,120.0,3,3,3,3,3,3.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
6,1309,2.0,1040.0,1,1974,1999,99.0,1,35.0,3,3,3,3,2,4.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
6,848,2.0,848.0,1,2004,2004,169.0,1,2.0,4,3,4,3,5,4.0,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
5,1044,2.0,540.0,1,1952,1952,0.0,0,120.0,2,3,3,3,3,2.0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6,1442,1.0,1442.0,1,1958,1958,243.0,0,120.0,3,3,3,3,4,3.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5,1250,1.0,686.0,1,1918,1950,0.0,0,120.0,3,3,3,3,4,2.0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
7,1661,2.0,1649.0,2,1998,1998,442.0,0,10.0,3,3,4,3,5,4.0,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5,1008,1.0,1008.0,1,1954,1954,0.0,1,120.0,3,3,3,3,4,3.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
8,1689,3.0,1568.0,2,2002,2002,148.0,2,10.0,4,3,4,3,5,4.0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
6,1052,2.0,1010.0,1,1971,1971,80.0,0,35.0,3,3,3,3,4,3.0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
7,1358,2.0,1358.0,2,2009,2010,128.0,1,2.0,4,3,4,3,5,4.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
7,1640,2.0,798.0,2,2003,2003,0.0,0,2.0,4,3,4,3,5,4.0,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
4,936,2.0,936.0,1,1953,1953,0.0,0,120.0,2,3,2,3,3,3.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
7,1733,2.0,847.0,2,2003,2003,0.0,1,2.0,4,3,4,3,5,4.0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
6,1489,1.0,778.0,2,1940,1950,0.0,1,120.0,3,3,3,3,3,3.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
8,1489,2.0,1489.0,2,2006,2006,0.0,1,2.0,4,3,4,4,5,4.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
10,2084,3.0,2078.0,2,2007,2008,816.0,1,2.0,5,3,5,3,5,5.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5,784,0.0,784.0,1,1924,1950,0.0,0,120.0,3,3,3,3,4,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
7,1434,2.0,1454.0,2,2001,2001,0.0,1,10.0,4,3,4,3,5,4.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
5,2126,2.0,1013.0,2,1967,1967,0.0,0,120.0,3,3,3,4,3,3.0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
7,1223,2.0,600.0,2,2005,2005,0.0,0,2.0,4,3,4,3,5,4.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
6,1392,2.0,1392.0,1,1957,1957,387.0,2,120.0,3,3,3,3,3,3.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
7,1200,2.0,600.0,2,2005,2005,0.0,0,2.0,3,3,4,3,5,4.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
7,1829,2.0,941.0,2,2003,2003,223.0,1,10.0,4,3,4,3,5,4.0,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
6,1516,2.0,1516.0,1,1964,1964,180.0,0,120.0,3,3,3,3,3,3.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5,1144,2.0,1144.0,1,1961,1961,136.0,0,120.0,3,3,3,3,4,3.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
4,1067,2.0,1067.0,2,1950,1995,0.0,0,120.0,3,3,4,3,3,4.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
5,1559,2.0,1559.0,1,1948,1973,0.0,0,120.0,3,3,3,3,4,3.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
6,987,1.0,483.0,1,1973,1973,158.0,0,35.0,3,3,3,3,3,3.0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
5,1099,1.0,1099.0,1,1995,2006,0.0,0,10.0,3,3,4,3,5,4.0,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5,1200,1.0,768.0,1,1946,1995,0.0,0,120.0,3,3,3,3,5,3.0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
6,1482,1.0,672.0,2,1925,1950,0.0,0,120.0,3,3,3,3,3,2.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
5,1539,2.0,650.0,2,1904,2002,0.0,1,120.0,3,3,3,3,4,4.0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
6,1165,2.0,1127.0,1,1966,1966,183.0,0,120.0,3,3,3,3,3,3.0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5,1800,0.0,1800.0,2,1961,1961,0.0,0,120.0,3,3,3,3,5,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5,1416,3.0,876.0,1,1915,1950,0.0,1,120.0,3,3,3,3,4,3.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
5,1701,2.0,1390.0,2,1975,1981,0.0,2,35.0,3,3,4,3,3,3.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
